,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jalen Tolbert,,0,WR,WR4,3200,DAL,vs SEA,28,28.25,4.3,1.6,4.4,0,0,0,0,0,0,0,0,0,3.49,0.0922,3.49,1.95,22.13,0.15,0,0,0,0,0,0,5.06,5.06,0,0,13.66,5.06,5.06,0,100,,0,1.6,50,73,73,56,176,176,,,,,,,,,,,2.82,1.64,17.73,0.09,,,,,,,
Olamide Zaccheaus,,0,WR,WR4,3000,PHI,vs SF,29,22.25,5.5,6.9,3.8,0,0,0,0,0,0,0,0,0,2.74,0.0955,2.74,1.6,21.47,0.21,0,0,0,0,0,0,5.01,5.01,0,0,16.01,5.01,5.01,0,100,,5,1.7,52,74,74,58,177,177,,,,,,,,0.08,0.17,,3.11,1.91,27.25,0.19,,,,,,,
Jauan Jennings,,0,WR,WR3,3500,SF,@ PHI,26,25.25,5.3,5.2,3.7,0,0,0,0,0,0,0,0,0,3.21,0.1052,3.21,1.85,23.38,0.12,0,0,0,0,0,0,4.91,4.91,0,0,15.51,4.91,4.91,0,100,,0,1.4,47,75,75,53,178,178,,,,,,,,,,,3.18,1.92,23.53,0.16,,,,,,,
Noah Gray,,0,TE,TE2,2500,KC,@ GB,12,24.25,2.6,4.1,4.7,0,0,0,0,0,0,0,0,0,2.65,0.0793,2.65,2.05,21.56,0.11,0,0,0,0,0,0,4.87,4.87,0,0.97,10.07,4.87,4.87,0,100,,33,1.9,25,26,26,63,179,179,,,,,,,,0.06,0.06,0.03,2.06,1.6,16.54,0.09,,,,,,,
Trenton Irwin,,0,WR,WR4,3000,CIN,@ JAC,15,15,5.5,7,5.6,0,0,0,0,0,0,0,0,0,2.33,0.0719,2.33,1.6,21.07,0.19,0,0,0,0,0,0,4.85,4.85,0,0,15.85,4.85,4.85,0,100,,0,1.6,52,76,76,58,180,180,,,,,,,,0.04,0.48,,2.3,1.52,21.13,0.22,,,,,,,
Skyy Moore,,0,WR,WR3,3000,KC,@ GB,12,24.25,3.8,3.1,4.7,0,0,0,0,0,0,0,0,0,3.5,0.1045,3.5,2.15,23.45,0.05,0,0,0,0,0,0,4.8,4.8,0,0,12.4,4.8,4.8,0,100,,0,1.6,52,77,77,58,181,181,,,,,,,,0.23,1.81,,2.62,1.62,18.81,0.04,,,,,,,
Packers,,0,DST,DST1,2500,GB,vs KC,13,24.25,5.3,6.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0.31,0.62,0,0.1,24.25,4.62,4.62,0,0,15.22,4.62,4.62,0,100,,18,1.8,16,20,20,63,182,182,,,,,,,,,,,,,,,2.43,0.83,0.48,0.1,0.01,22.05,349.78
Chris Moore,,0,WR,WR4,3100,TEN,vs IND,14,20.75,4.8,7.9,4.9,0,0,0,0,0,0,0,0,0,2.74,0.0897,2.74,1.7,23.28,0.09,0,0,0,0,0,0,4.57,4.57,0,0,14.17,4.57,4.57,0,100,,0,1.5,51,78,78,57,183,183,,,,,,,,0.2,0.84,,2.46,1.56,19.1,0.1,,,,,,,
Cardinals,,0,DST,DST1,2900,ARI,@ PIT,26,23.5,6.2,5.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0.74,0.32,0,0,23.5,4.54,4.54,0,0,16.94,4.54,4.54,0,100,,7,1.6,12,21,21,59,184,184,,,,,,,,,,,,,,,2.53,0.75,0.62,0.16,0.03,23.55,350.13
Eagles,,0,DST,DST1,2800,PHI,vs SF,2,25.25,6.2,8.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0.5,0.29,0.1,0,25.25,4.54,4.54,0,0,16.94,4.54,4.54,0,100,,21,1.6,13,21,21,60,184,184,,,,,,,,,,,,,,,2.63,0.81,0.58,0.22,0.03,21.87,347.08
Mack Hollins,!,0,WR,WR3,3300,ATL,@ NYJ,25,17.25,5.6,9.2,5.2,0,0,0,0,0,0,0,0,0,2.86,0.1054,2.86,1.71,21.7,0.09,0,0,0,0,0,0,4.42,4.42,0,0,15.62,4.42,4.42,0,100,,0,1.3,49,79,79,55,185,185,0.01,0.01,0.06,,,,1.16,0.06,0.56,,3.08,1.82,23.56,0.14,,,,,,,
Colby Parkinson,,0,TE,TE2,2500,SEA,@ DAL,9,19.25,3.4,4.9,3.2,0,0,0,0,0,0,0,0,0,2.66,0.0948,2.66,2,20.08,0.06,0,0,0,0,0,0,4.37,4.37,0,0,11.17,4.37,4.37,0,100,,11,1.7,25,27,27,63,186,186,,,,,,,,,,,2.17,1.59,17.86,0.07,,,,,,,
Van Jefferson,,0,WR,WR2,3100,ATL,@ NYJ,25,17.25,5.2,7.9,3.1,0,0,0,0,0,0,0,0,0,3.09,0.1141,3.09,1.6,22.15,0.09,0,0,0,0,0,0,4.36,4.36,0,0,14.76,4.36,4.36,0,100,,19,1.4,51,80,80,57,187,187,,,,,,,,0.08,0.45,,3.84,2.1,30.49,0.2,,,,,,,
Patriots,,0,DST,DST1,2400,NE,vs LAC,11,22.25,7,10.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0.55,0.43,0.11,0,22.25,4.36,4.36,0,0,18.36,4.36,4.36,0,100,,20,1.8,17,22,22,64,187,187,,,,,,,,,,,,,,,2.41,1.02,0.51,0.2,0.05,18.38,333.89
Irv Smith Jr.,,0,TE,TE2,2500,CIN,@ JAC,15,15,5.6,6.9,3.8,0,0,0,0,0,0,0,0,0,2.62,0.081,2.62,1.91,14.11,0.17,0,0,0,0,0,0,4.34,4.34,0,0,15.54,4.34,4.34,0,100,,15,1.7,25,28,28,63,188,188,,,,,,,,,,,3.64,2.54,23,0.29,,,,,,,
Brevin Jordan,,0,TE,TE1,2500,HOU,vs DEN,10,25.25,4,3,3.6,0,0,0,0,0,0,0,0,0,2.31,0.0572,2.31,1.57,14.91,0.19,0,0,0,0,0,0,4.2,4.2,0,0,12.2,4.2,4.2,0,100,,13,1.7,25,29,29,63,189,189,,,,,,,,,,,2.82,1.82,16.64,0.18,,,,,,,
Rico Dowdle,,0,RB,RB2,4800,DAL,vs SEA,19,28.25,4.4,0,5.4,0,0,0,0,0,0.2357,7.65,32.72,0.15,7.65,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,12.97,4.17,4.17,0,100,,0,0.9,27,42,42,40,190,190,,,,,,,,3.82,15.88,0.06,0.65,0.59,4.06,0.12,,,,,,,
Jake Bobo,,0,WR,WR4,3000,SEA,@ DAL,9,19.25,5,0,5.4,0,0,0,0,0,0,0,0,0,1.91,0.0682,1.91,1.5,16.04,0.17,0,0,0,0,0,0,4.12,4.12,0,0,14.12,4.12,4.12,0,100,,7,1.4,52,81,81,58,191,191,,,,,,,,0.11,0.33,0.11,2,1.56,18,0.22,,,,,,,
Byron Pringle,,0,WR,WR4,3000,WAS,vs MIA,20,20.25,5.7,4.4,3.1,0,0,0,0,0,0,0,0,0,2.22,0.0657,2.22,1.55,19.45,0.09,0,0,0,0,0,0,4.04,4.04,0,0,15.44,4.04,4.04,0,100,,3,1.3,52,82,82,58,192,192,,,,,,,,,,,2.76,1.96,25.85,0.2,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR4,3000,DEN,@ HOU,13,22.25,3.9,1.3,2.9,0,0,0,0,0,0,0,0,0,1.83,0.0542,1.83,1.27,16.79,0.18,0,0,0,0,0,0,4.03,4.03,0,0,11.83,4.03,4.03,0,100,,7,1.3,52,83,83,58,193,193,,,,,,,,,,,1.8,1.2,18.4,0.2,,,,,,,
Noah Fant,,0,TE,TE1,2700,SEA,@ DAL,9,19.25,5.8,7.2,4.5,0,0,0,0,0,0,0,0,0,2.4,0.0855,2.4,1.73,18.83,0.07,0,0,0,0,0,0,4.03,4.03,0,0,15.63,4.03,4.03,0,100,,28,1.5,23,30,30,61,193,193,,,,,,,,0.04,-0.16,,4.6,3.27,36.33,0.19,,,,,,,
Braxton Berrios,,0,WR,WR3,3000,MIA,@ WAS,32,29.25,5.6,3.4,4.6,0,0,0,0,0,0,0,0,0,2.59,0.0667,2.59,1.78,16.99,0.08,0,0,0,0,0,0,3.96,3.96,0,0,15.16,3.96,3.96,0,100,,0,1.3,52,84,84,58,194,194,0.01,0.01,0.03,,,0.01,1.63,0.27,2.34,0.05,2.62,1.74,17.52,0.08,,,,,,,
Jamaal Williams,,0,RB,RB2,4300,NO,vs DET,11,21.5,7.8,13.8,3.5,0,0,0,0,0,0.2872,7.09,27.49,0.2,7.09,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,0,0,19.55,3.95,3.95,0,100,,18,0.9,32,43,43,45,195,195,,,,,,,,9.96,39.15,0.31,2.19,1.76,12.67,0.08,,,,,,,
Tyquan Thornton,,0,WR,WR3,3000,NE,vs LAC,17,17.25,5.4,5.5,2.2,0,0,0,0,0,0,0,0,0,3.95,0.1181,3.95,1.75,16.34,0.09,0,0,0,0,0,0,3.92,3.92,0,0,14.72,3.92,3.92,0,100,,0,1.3,52,85,85,58,196,196,,,,,,,,0.25,1.19,0.06,3.56,1.69,17.56,0.13,,,,,,,
Calvin Austin III,,0,WR,WR4,3000,PIT,vs ARI,1,23.5,4.6,0,3.8,0,0,0,0,0,0,0,0,0,2.8,0.0755,2.8,1.7,17.14,0.08,0,0,0,0,0,0,3.89,3.89,0,0,13.09,3.89,3.89,0,100,,0,1.3,52,86,86,58,197,197,,,,,,,,0.73,2.73,,2.45,1.45,15.45,0.09,,,,,,,
Titans,,0,DST,DST1,2800,TEN,vs IND,10,21.75,5.3,5.4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0.22,0.43,0,0,21.75,3.69,3.69,0,0,14.29,3.69,3.69,0,100,,15,1.3,13,23,23,60,198,198,,,,,,,,,,,,,,,2.33,0.77,0.43,0.12,0.01,22.01,356.32
Isaiah McKenzie,,0,WR,WR4,3000,IND,@ TEN,31,21.75,5.9,8,1.8,0,0,0,0,0,0,0,0,0,2.33,0.0619,2.33,1.63,14.04,0.09,0,0,0,0,0,0,3.57,3.57,0,0,15.37,3.57,3.57,0,100,,0,1.2,52,87,87,58,199,199,0.01,0.01,0.14,,,0.01,1.77,0.57,2.77,0.05,2.58,1.77,16.48,0.13,,,,,,,
Cedric Tillman,,0,WR,WR3,3100,CLE,@ LAR,18,18.75,3.4,0,2.9,0,0,0,0,0,0,0,0,0,2.9,0.0868,2.9,1.58,16.76,0.05,0,0,0,0,0,0,3.56,3.56,0,0,10.36,3.56,3.56,0,100,,0,1.1,51,88,88,57,200,200,,,,,,,,0.2,1.6,,2.8,1.4,13,,,,,,,,
Deven Thompkins,,0,WR,WR4,3000,TB,vs CAR,5,19.75,4,3.6,2.9,0,0,0,0,0,0,0,0,0,3.17,0.0862,3.17,1.86,10.38,0.11,0,0,0,0,0,0,3.56,3.56,0,0,11.56,3.56,3.56,0,100,,0,1.2,52,88,88,58,200,200,,,,,,,,0.5,5.43,,2.21,1.36,7.86,0.07,,,,,,,
Patrick Taylor,,0,RB,RB2,4000,GB,vs KC,18,18.25,3.3,1,2.7,0,0,0,0,0,0.1411,3.45,10.83,0.04,5.61,0.0708,2.16,1.37,7.73,0,0,0,0,0,0,0,3.47,3.47,0,0,10.07,3.47,3.47,0,100,,0,0.9,35,44,44,48,201,201,,,,,,,,3.13,10.8,0.07,0.93,0.6,3.47,,,,,,,,
Will Mallory,,0,TE,TE2,2500,IND,@ TEN,31,21.75,2.6,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0.0663,2.5,1.4,17.1,0.04,0,0,0,0,0,0,3.35,3.35,0,0,8.55,3.35,3.35,0,100,,0,1.3,25,31,31,63,202,202,,,,,,,,,,,1.83,1,15.17,,,,,,,,
Joshua Kelley,,0,RB,RB2,4900,LAC,@ NE,10,22.25,4.1,5.4,5,0,0,0,0,0,0.3107,6.88,25.83,0.12,6.88,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,11.5,3.3,3.3,0,100,,18,0.7,26,45,45,39,203,203,,,,,,,,6.84,25.07,0.14,1.41,1.07,6.91,,,,,,,,
Luke Farrell,!,0,TE,TE2,2500,JAC,vs CIN,7,24,1.7,2,3.5,0,0,0,0,0,0,0,0,0,2.01,0.0542,2.01,1.61,16.63,0,0,0,0,0,0,0,3.27,3.27,0,0.72,6.67,3.27,3.27,0,100,,26,1.3,25,32,32,63,204,204,,,,,,,,,,,1.5,1.17,11.5,,,,,,,,
Julio Jones,,0,WR,WR3,3100,PHI,vs SF,29,22.25,11.5,7,3.2,0,0,0,0,0,0,0,0,0,1.87,0.065,1.87,1.21,15.66,0.08,0,0,0,0,0,0,3.26,3.26,0,0,26.26,3.26,3.26,0,100,,35,1.1,51,89,89,57,205,205,,,,,,,,0.1,0.72,,8.94,5.82,85.59,0.37,,,,,,,
Stephen Sullivan,,0,TE,TE2,2500,CAR,@ TB,30,16.75,2,0.8,3.6,0,0,0,0,0,0,0,0,0,2.25,0.064,2.25,1.58,16.65,0,0,0,0,0,0,0,3.25,3.25,0,0.25,7.25,3.25,3.25,0,100,,0,1.3,25,33,33,63,206,206,,,,,,,,,,,1.07,0.64,8.57,,,,,,,,
Josh Whyle,,0,TE,TE2,2500,TEN,vs IND,14,20.75,3.2,0,3.1,0,0,0,0,0,0,0,0,0,1.93,0.0632,1.93,1.15,11.19,0.14,0,0,0,0,0,0,3.11,3.11,0,0,9.51,3.11,3.11,0,100,,0,1.2,25,34,34,63,207,207,,,,,,,,,,,1.86,1.14,11.14,0.14,,,,,,,
Commanders,,0,DST,DST1,2300,WAS,vs MIA,8,29.25,5.2,6.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.42,0.33,0,0.08,29.25,3.07,3.07,0,0,13.47,3.07,3.07,0,100,,20,1.3,18,24,24,65,208,208,,,,,,,,,,,,,,,2.59,0.76,0.55,0.13,0.03,23.18,355.98
Ian Thomas,,0,TE,TE1,2500,CAR,@ TB,30,16.75,3.9,3.1,1.9,0,0,0,0,0,0,0,0,0,2.34,0.0665,2.34,1.5,13.16,0.04,0,0,0,0,0,0,3.06,3.06,0,0,10.86,3.06,3.06,0,100,,0,1.2,25,35,35,63,209,209,,,,,,,,,,,2.79,1.81,16.57,0.06,,,,,,,
Eli Mitchell,,0,RB,RB2,4300,SF,@ PHI,15,25.25,8.4,8.7,2.2,0,0,0,0,0,0.1746,5.38,23.32,0.12,5.38,0,0,0,0,0,0,0,0,0,0,0,3.05,3.05,0,0,19.85,3.05,3.05,0,100,,16,0.7,32,46,46,45,210,210,,,,,,,,12.21,57.42,0.29,1.25,1.08,5.96,0.04,,,,,,,
John Bates,,0,TE,TE2,2500,WAS,vs MIA,20,20.25,3.2,3.4,3.1,0,0,0,0,0,0,0,0,0,1.92,0.0567,1.92,1.5,12.98,0.03,0,0,0,0,0,0,2.98,2.98,0,0,9.38,2.98,2.98,0,100,,16,1.2,25,36,36,63,211,211,,,,,,,,,,,2.28,1.69,16.83,0.07,,,,,,,
Jason Brownlee,,0,WR,WR4,3000,NYJ,vs ATL,2,16.25,0,0,4,0,0,0,0,0,0,0,0,0,1.89,0.0578,1.89,1.23,12.8,0.07,0,0,0,0,0,0,2.93,2.93,0,2.93,2.93,2.93,2.93,0,100,,0,1,52,90,90,58,212,212,,,,,,,,,,,2,2,20,,,,,,,,
Keith Kirkwood,,0,WR,WR4,3000,NO,vs DET,11,21.5,3,1.3,1,0,0,0,0,0,0,0,0,0,2.25,0.0719,2.25,1.14,12.85,0.06,0,0,0,0,0,0,2.79,2.79,0,0,8.79,2.79,2.79,0,100,,9,0.9,52,91,91,58,213,213,,,,,,,,,,,2.16,1.16,14.63,0.11,,,,,,,
Jeremy Ruckert,,0,TE,TE2,2500,NYJ,vs ATL,2,16.25,1.8,0.9,2.7,0,0,0,0,0,0,0,0,0,1.94,0.0593,1.94,1.35,9.72,0,0,0,0,0,0,0,2.32,2.32,0,0,5.92,2.32,2.32,0,100,,22,0.9,25,37,37,63,214,214,,,,,,,,,,,1.78,1.22,10.44,,,,,,,,
Chase Edmonds,,0,RB,RB2,4300,TB,vs CAR,24,19.75,7.3,5.7,1.7,0,0,0,0,0,0.1956,4.31,17.52,0.09,4.31,0,0,0,0,0,0,0,0,0,0,0,2.29,2.29,0,0,16.89,2.29,2.29,0,100,,1,0.5,32,47,47,45,215,215,,,,,,,,5.68,24.92,0.15,2.65,2.01,14.89,0.08,,,,,,,
Jalen Reagor,,0,WR,WR4,3000,NE,vs LAC,17,17.25,4,1.6,1.4,0,0,0,0,0,0,0,0,0,2.01,0.0601,2.01,1.02,10.34,0.04,0,0,0,0,0,0,2.29,2.29,0,0,10.29,2.29,2.29,0,100,,0,0.8,52,92,92,58,215,215,,,,,,,,0.38,1.73,,2.77,1.54,17.1,0.08,,,,,,,
Jack Stoll,,0,TE,TE1,2700,PHI,vs SF,29,22.25,1.6,2.6,1.7,0,0,0,0,0,0,0,0,0,1.85,0.0646,1.85,1.24,9.94,0,0,0,0,0,0,0,2.23,2.23,0,0,5.43,2.23,2.23,0,100,,20,0.8,23,38,38,61,216,216,,,,,,,,,,,1.44,1.06,9.56,,,,,,,,
David Bell,,0,WR,WR4,3000,CLE,@ LAR,18,18.75,2.1,1.4,1.8,0,0,0,0,0,0,0,0,0,2.45,0.0734,2.45,0.98,10.56,0.03,0,0,0,0,0,0,2.22,2.22,0,0,6.42,2.22,2.22,0,100,,0,0.7,52,93,93,58,217,217,,,,,,,,,,,2.17,0.83,8.5,,,,,,,,
Tim Jones,,0,WR,WR4,3000,JAC,vs CIN,7,24,1.6,0,1.9,0,0,0,0,0,0,0,0,0,1.62,0.0438,1.62,1.2,9.04,0.02,0,0,0,0,0,0,2.22,2.22,0,0,5.42,2.22,2.22,0,100,,16,0.7,52,93,93,58,217,217,,,,,,,,,,,1.5,1.17,7.33,,,,,,,,
Khadarel Hodge,,0,WR,WR4,3000,ATL,@ NYJ,25,17.25,3.4,3.2,3.9,0,0,0,0,0,0,0,0,0,1.26,0.0464,1.26,0.79,12.61,0.01,0,0,0,0,0,0,2.11,2.11,0,0,8.91,2.11,2.11,0,100,,0,0.7,52,94,94,58,218,218,,,,,,,,0.02,,,1.84,1.08,16.62,0.02,,,,,,,
Clyde Edwards-Helaire,,0,RB,RB2,4200,KC,@ GB,20,24.25,7.5,9.8,2.9,0,0,0,0,0,0.1562,3.59,14.77,0.1,3.59,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08,0,0,17.08,2.08,2.08,0,100,,26,0.5,33,48,48,46,219,219,,,,,,,,9.51,40.84,0.28,2.51,1.81,14.26,0.14,,,,,,,
Derius Davis,,0,WR,WR4,3000,LAC,@ NE,22,22.25,2.3,0,2.2,0,0,0,0,0,0,0,0,0,1.51,0.0407,1.51,1.41,4.63,0,0,0,0,0,0,0,1.87,1.87,0,0,6.47,1.87,1.87,0,100,,0,0.6,52,95,95,58,220,220,,,,,,,,0.82,6.73,,1.18,1.09,4,,,,,,,,
Ray-Ray McCloud,!,0,WR,WR4,3100,SF,@ PHI,26,25.25,3.5,3.4,2.1,0,0,0,0,0,0,0,0,0,1.14,0.0372,1.14,0.8,8.67,0.01,0,0,0,0,0,0,1.73,1.73,0,0,8.73,1.73,1.73,0,100,,0,0.6,51,96,96,57,221,221,,,,,,,,0.19,2.5,0.01,1.76,1.18,10.08,0.01,,,,,,,
Andre Baccellia,,0,WR,WR4,3000,ARI,@ PIT,27,17.5,1.1,2.3,0,0,0,0,0,0,0,0,0,0,1.29,0.0375,1.29,0.74,6.27,0.02,0,0,0,0,0,0,1.49,1.49,0,0,3.69,1.49,1.49,0,100,,42,0.5,52,97,97,58,222,222,,,,,,,,,,,1.67,1.17,7.5,,,,,,,,
Lynn Bowden,,0,WR,WR3,3000,NO,vs DET,11,21.5,5.3,0,2.1,0,0,0,0,0,0,0,0,0,1.34,0.0429,1.34,0.71,6.24,0,0,0,0,0,0,0,1.33,1.33,0,0,11.93,1.33,1.33,0,100,,0,0.4,52,98,98,58,223,223,0.17,0.08,2.67,,,,13.2,0.92,6,,3.42,2.42,18.58,,,,,,,,
Ty Montgomery,,0,RB,WR3,4000,NE,vs LAC,17,17.25,7,10.3,0.8,0,0,0,0,0,0,0,0,0,1.17,0.0351,1.17,0.73,5.2,0.01,0,0,0,0,0,0,1.31,1.31,0,0,15.31,1.31,1.31,0,100,,0,0.3,35,49,49,48,224,224,,,,,,,,3.3,14.67,0.1,2.56,1.79,14.01,0.05,,,,,,,
D'Ernest Johnson,,0,RB,RB2,4300,JAC,vs CIN,26,24,5.9,0.6,2.8,0,0,0,0,0,0.0947,2.49,11.03,0.03,2.49,0,0,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,13.08,1.28,1.28,0,100,,0,0.3,32,50,50,45,225,225,,,,,,,,3.15,15.55,0.06,0.89,0.72,6.57,,,,,,,,
Xavier Gipson,,0,WR,WR3,3100,NYJ,vs ATL,2,16.25,1.9,0,1.5,0,0,0,0,0,0,0,0,0,0.94,0.0288,0.94,0.59,5.96,0,0,0,0,0,0,0,1.19,1.19,0,0,4.99,1.19,1.19,0,100,,0,0.4,51,99,99,57,226,226,,,,,,,,0.36,3.09,,1,0.64,7.45,,,,,,,,
DeeJay Dallas,,0,RB,RB2,4400,SEA,@ DAL,12,19.25,4.7,3.1,0.9,0,0,0,0,0,0.1019,1.79,8.05,0.04,1.79,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,0,0,10.45,1.05,1.05,0,100,,0,0.2,31,51,51,44,227,227,0.02,,,0.02,,,,2.12,8.85,0.08,1.33,1.17,7.62,0.02,,,,,,,
Trey Sermon,,0,RB,RB2,4000,IND,@ TEN,21,21.75,4.1,1.9,0.3,0,0,0,0,0,0.075,2.3,8.33,0.03,2.3,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,0,0,9.21,1.01,1.01,0,100,,0,0.3,35,52,52,48,228,228,,,,,,,,5.11,21.44,0.11,0.56,0.33,2.89,,,,,,,,
Trayveon Williams,,0,RB,RB2,4000,CIN,@ JAC,4,15,2.3,1.1,1.1,0,0,0,0,0,0.0442,0.91,4.62,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0,0,5.06,0.46,0.46,0,100,,0,0.1,35,53,53,48,229,229,,,,,,,,2.11,10.61,,0.61,0.46,2.61,,,,,,,,
Ihmir Smith-Marsette,,0,WR,WR4,3000,CAR,@ TB,30,16.75,4.9,0.3,0.2,0,0,0,0,0,0,0,0,0,0.17,0.0047,0.17,0.14,2.09,0.01,0,0,0,0,0,0,0.41,0.41,0,0,10.21,0.41,0.41,0,100,,0,0.1,52,100,100,58,230,230,,,,,,,,0.05,-0.05,,0.52,0.33,6.9,0.1,,,,,,,
Easton Stick,,0,QB,QB2,4900,LAC,@ NE,18,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,22,27,27,39,231,231,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Marcus Mariota,,0,QB,QB2,4800,PHI,vs SF,12,22.25,9.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,23,27,27,40,231,231,24.52,15.29,182.55,0.62,2.21,1.09,83.51,4.07,23.79,0.2,0.05,0.03,0.78,0.02,,,,,,,
Mac Jones,,0,QB,QB2,4800,NE,vs LAC,20,17.25,6.8,13.9,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,49,0,23,27,27,40,231,231,31.14,20.57,212.33,0.86,2,1.1,81.61,2.79,7.79,0.02,,,,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4700,DEN,@ HOU,27,22.25,9.1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,27,27,41,231,231,11.91,7,84.18,0.64,1.09,0.55,50.5,2.09,8.09,,,,,,,,,,,,
Phillip Walker,,0,QB,QB2,4700,CLE,@ LAR,23,18.75,5.8,7.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,27,27,41,231,231,16.95,9.25,106.75,0.8,1.45,0.3,56.77,1.55,4,,0.05,,,,,,,,,,
Blaine Gabbert,,0,QB,QB2,4700,KC,@ GB,8,24.25,8.2,5.2,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,24,27,27,41,231,231,19.33,11.54,126.62,0.64,1.67,0.72,63.82,3.1,11.49,0.08,0.03,0.03,-0.41,,,,,,,,
Sam Darnold,,0,QB,QB2,4600,SF,@ PHI,21,25.25,8.6,15.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,25,27,27,42,231,231,28.98,17.31,193.02,0.9,2.34,1,74.62,3.21,12.08,0.2,,,,,,,,,,,
Jameis Winston,,0,QB,QB2,4600,NO,vs DET,31,21.5,8.8,17.3,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,25,27,27,42,231,231,32.34,19.79,247.92,1.11,2.2,1.58,81.29,3.31,13.7,0.12,,,,,,,,,,,
