"gameTime","offTeam","offPressureRate","offSackRate","offYardsBco","offRunsInsideFive","offTdPctInsideFive","passBlockAdv","runBlockAdv","defTeam","defPressureRate","defSackRate","defYardsBco","defRunsInsideFive","defTdPctInsideFive"
"2022-11-13T18:00:00Z","PIT","25","12","1.18","8","38","1","-22","NO","31","20","1.36","11","64"
"2022-11-13T14:30:00Z","SEA","28","18","1.69","4","50","14","-15","TB","31","21","1.29","3","67"
"2022-11-14T01:20:00Z","SF","22","12","1.62","16","31","26","13","LAC","28","14","1.8","10","40"
"2022-11-13T14:30:00Z","TB","19","12","1.19","10","30","44","-26","SEA","30","18","1.19","20","25"
"2022-11-13T18:00:00Z","TEN","30","13","1.18","12","67","-33","8","DEN","31","16","1.19","6","17"
"2022-11-15T01:15:00Z","WAS","29","17","1.19","10","40","-29","-14","PHI","37","17","1.24","7","43"
"2022-11-13T21:25:00Z","ARZ","27","14","1.34","15","33","-2","-79","LA","26","17","1.18","5","20"
"2022-11-11T01:15:00Z","ATL","26","20","1.63","13","62","1","11","CAR","32","9","1.33","19","47"
"2022-11-13T18:00:00Z","BUF","24","8","1.6","9","11","-20","-34","MIN","34","16","1.28","7","71"
"2022-11-11T01:15:00Z","CAR","21","15","1.37","7","57","38","-17","ATL","25","12","1.6","13","46"
"2022-11-13T18:00:00Z","CHI","30","14","1.43","16","31","6","14","DET","30","8","1.34","19","42"
"2022-11-13T18:00:00Z","CLV","22","16","1.38","14","50","2","18","MIA","30","10","1.33","18","28"
"2022-11-13T21:25:00Z","DAL","25","9","1.25","9","44","0","-3","GB","34","14","1.51","17","18"
"2022-11-13T18:00:00Z","DEN","28","18","1.13","11","45","-14","-33","TEN","31","15","1.14","3","33"
"2022-11-13T18:00:00Z","DET","23","10","1.49","14","36","28","38","CHI","29","12","1.42","14","50"
"2022-11-13T21:25:00Z","GB","21","16","1.4","5","20","-15","-18","DAL","39","17","1.54","4","50"
"2022-11-13T18:00:00Z","HST","27","14","1.14","7","29","-3","-8","NYG","27","12","1.67","7","29"
"2022-11-13T21:05:00Z","IND","28","17","1.27","7","29","-15","-19","LV","29","9","1.14","8","88"
"2022-11-13T18:00:00Z","JAX","22","11","1.85","18","33","4","-31","KC","30","16","1.49","10","50"
"2022-11-13T18:00:00Z","KC","26","10","1.51","12","42","16","3","JAX","33","12","1.13","10","60"
"2022-11-13T21:25:00Z","LA","27","18","1.19","7","14","-1","15","ARZ","33","11","1.36","15","40"
"2022-11-14T01:20:00Z","LAC","22","6","1.26","4","50","-2","-30","SF","33","18","1.18","9","44"
"2022-11-13T21:05:00Z","LV","28","12","1.28","5","40","10","-36","IND","32","18","1.48","14","29"
"2022-11-13T18:00:00Z","MIA","24","9","1.22","8","62","-17","19","CLV","30","14","1.43","14","43"
"2022-11-13T18:00:00Z","MIN","27","14","1.16","10","60","-11","14","BUF","32","20","1.14","7","57"
"2022-11-13T18:00:00Z","NO","23","13","1.52","6","67","-15","-19","PIT","29","15","1.65","11","27"
"2022-11-13T18:00:00Z","NYG","31","16","1.52","15","40","23","15","HST","31","18","1.6","14","43"
"2022-11-15T01:15:00Z","PHI","21","10","1.63","21","48","4","20","WAS","32","13","1.35","13","15"